Station Name,Date,Time,Air Temperature,Humidity,Interval Rain,Wind Direction,Maximum Wind Speed,Solar Radiation
Oak Street Weather Station,1/28/2023,4:00:00 AM,-1.4,85,0,73,5.4,14
Foster Weather Station,1/28/2023,3:00:00 AM,-3.06,81,0,0,0,46
Oak Street Weather Station,1/28/2023,3:00:00 AM,-1.9,85,0.1,73,5.4,24
Foster Weather Station,1/28/2023,2:00:00 AM,-3.89,82,0,0,0,77
Oak Street Weather Station,1/28/2023,2:00:00 AM,-2.7,86,0.4,64,5.1,42
Foster Weather Station,1/28/2023,1:00:00 AM,-4.67,80,0,0,0,105
Oak Street Weather Station,1/28/2023,1:00:00 AM,-3.8,84,0.5,90,2.9,71
Foster Weather Station,1/28/2023,12:00:00 PM,-4.89,77,0,0,0,82
Oak Street Weather Station,1/28/2023,12:00:00 PM,-4.3,81,0.4,93,3.1,51
Foster Weather Station,1/28/2023,11:00:00 AM,-4.56,67,0,0,0,90
Oak Street Weather Station,1/28/2023,11:00:00 AM,-3.6,72,0,36,2.9,88
Foster Weather Station,1/28/2023,10:00:00 AM,-5.28,60,0,0,0,78
Oak Street Weather Station,1/28/2023,10:00:00 AM,-3.6,67,0,109,3.9,62
Foster Weather Station,1/28/2023,9:00:00 AM,-5.67,59,0,0,0,73
Oak Street Weather Station,1/28/2023,9:00:00 AM,-4.3,65,0,29,3.1,64
Foster Weather Station,1/28/2023,8:00:00 AM,-6.06,60,0,0,0,39
Oak Street Weather Station,1/28/2023,8:00:00 AM,-4.8,66,0,19,1.4,42
Foster Weather Station,1/28/2023,7:00:00 AM,-6.17,61,0,0,0,6
Oak Street Weather Station,1/28/2023,7:00:00 AM,-4.9,64,0,13,3,5
Foster Weather Station,1/28/2023,6:00:00 AM,-6.17,61,0,0,0,5
Oak Street Weather Station,1/28/2023,6:00:00 AM,-4.7,64,0,261,2.6,4
Foster Weather Station,1/28/2023,5:00:00 AM,-6.06,60,0,0,0,4
Oak Street Weather Station,1/28/2023,5:00:00 AM,-4.7,65,0,244,3,4
Foster Weather Station,1/28/2023,4:00:00 AM,-6.17,61,0,0,0,4
Oak Street Weather Station,1/28/2023,4:00:00 AM,-4.6,67,0,352,2.9,3
Foster Weather Station,1/28/2023,3:00:00 AM,-5.78,61,0,0,0,5
Oak Street Weather Station,1/28/2023,3:00:00 AM,-4.4,66,0,17,2.9,3
Foster Weather Station,1/28/2023,2:00:00 AM,-5.5,61,0,0,0,4
Oak Street Weather Station,1/28/2023,2:00:00 AM,-4.1,66,0,3,2,3
Foster Weather Station,1/28/2023,1:00:00 AM,-5.06,61,0,0,0,5
Oak Street Weather Station,1/28/2023,1:00:00 AM,-3.7,66,0,292,3.6,3
Foster Weather Station,1/28/2023,12:00:00 PM,-4.56,61,0,0,0,4
Oak Street Weather Station,1/28/2023,12:00:00 PM,-3.5,67,0,352,2.6,3
Foster Weather Station,1/27/2023,11:00:00 AM,-4.17,61,0,0,0,5
Oak Street Weather Station,1/27/2023,11:00:00 AM,-2.9,66,0,325,4.9,3
Foster Weather Station,1/27/2023,10:00:00 AM,-3.5,61,0,0,0,4
Oak Street Weather Station,1/27/2023,10:00:00 AM,-2.4,66,0,310,3.7,3
Foster Weather Station,1/27/2023,9:00:00 AM,-2.17,63,0,0,0,4
Oak Street Weather Station,1/27/2023,9:00:00 AM,-1.3,68,0,296,5.5,3
Foster Weather Station,1/27/2023,8:00:00 AM,-1.06,60,0,0,0,4
Oak Street Weather Station,1/27/2023,8:00:00 AM,0.3,69,0,0,4.3,2
Foster Weather Station,1/27/2023,7:00:00 AM,0.56,61,0,0,0,4
Oak Street Weather Station,1/27/2023,7:00:00 AM,1.4,66,0,320,9.1,2
Foster Weather Station,1/27/2023,6:00:00 AM,1.78,63,0,0,0,3
Oak Street Weather Station,1/27/2023,6:00:00 AM,2.8,72,0.1,272,3.9,2
Foster Weather Station,1/27/2023,5:00:00 AM,2.28,77,0.03,0,0,2
Oak Street Weather Station,1/27/2023,5:00:00 AM,3.2,80,0,258,7.4,2
Foster Weather Station,1/27/2023,4:00:00 AM,1.78,76,0,0,0,7
Oak Street Weather Station,1/27/2023,4:00:00 AM,2.9,79,0,259,8.3,6
Foster Weather Station,1/27/2023,3:00:00 AM,1,79,0,0,0,32
Oak Street Weather Station,1/27/2023,3:00:00 AM,1.8,82,0.1,300,4.9,22
Foster Weather Station,1/27/2023,2:00:00 AM,-0.39,84,0,0,0,52
Oak Street Weather Station,1/27/2023,2:00:00 AM,0.4,86,0.6,281,4.1,43
Foster Weather Station,1/27/2023,1:00:00 AM,-0.67,76,0,0,0,45
Oak Street Weather Station,1/27/2023,1:00:00 AM,0.4,78,0,7,3.5,41
Foster Weather Station,1/27/2023,12:00:00 PM,-2,81,0,0,0,353
Oak Street Weather Station,1/27/2023,12:00:00 PM,-1,81,0.2,295,4.5,150
Foster Weather Station,1/27/2023,11:00:00 AM,-2.28,65,0,0,0,152
Oak Street Weather Station,1/27/2023,11:00:00 AM,-1,68,0,279,5.1,122
Foster Weather Station,1/27/2023,10:00:00 AM,-3,70,0,0,0,73
Oak Street Weather Station,1/27/2023,10:00:00 AM,-2.2,72,0,84,3.8,85
Foster Weather Station,1/27/2023,9:00:00 AM,-4.39,62,0,0,0,134
Oak Street Weather Station,1/27/2023,9:00:00 AM,-3.2,66,0,90,6.7,115
Foster Weather Station,1/27/2023,8:00:00 AM,-6,65,0,0,0,36
Oak Street Weather Station,1/27/2023,8:00:00 AM,-4.5,67,0,90,4,48
Foster Weather Station,1/27/2023,7:00:00 AM,-6.78,64,0,0,0,9
Oak Street Weather Station,1/27/2023,7:00:00 AM,-5.7,68,0,18,3.4,7
Foster Weather Station,1/27/2023,6:00:00 AM,-7.17,63,0,0,0,4
Oak Street Weather Station,1/27/2023,6:00:00 AM,-5.9,65,0,279,4.5,3
Foster Weather Station,1/27/2023,5:00:00 AM,-8.06,65,0,0,0,5
Oak Street Weather Station,1/27/2023,5:00:00 AM,-5.9,65,0,277,4.9,3
Foster Weather Station,1/27/2023,4:00:00 AM,-8.78,66,0,0,0,4
Oak Street Weather Station,1/27/2023,4:00:00 AM,-6.5,64,0,326,3.1,3
Foster Weather Station,1/27/2023,3:00:00 AM,-8.89,63,0,0,0,5
Oak Street Weather Station,1/27/2023,3:00:00 AM,-7.6,65,0,302,6.5,4
Foster Weather Station,1/27/2023,2:00:00 AM,-8.89,62,0,0,0,5
Oak Street Weather Station,1/27/2023,2:00:00 AM,-7.7,65,0,288,6,3
Foster Weather Station,1/27/2023,1:00:00 AM,-8.89,62,0,0,0,5
Oak Street Weather Station,1/27/2023,1:00:00 AM,-7.5,65,0,275,5.8,2
Foster Weather Station,1/27/2023,12:00:00 PM,-8.28,67,0,0,0,5
Oak Street Weather Station,1/27/2023,12:00:00 PM,-6.7,72,0,293,8.5,2
Foster Weather Station,1/26/2023,11:00:00 AM,-6.89,68,0,0,0,4
Oak Street Weather Station,1/26/2023,11:00:00 AM,-5.5,72,0,274,5.8,2
Foster Weather Station,1/26/2023,10:00:00 AM,-6.78,69,0,0,0,5
Oak Street Weather Station,1/26/2023,10:00:00 AM,-5.5,73,0,282,5.7,2
Foster Weather Station,1/26/2023,9:00:00 AM,-6.78,70,0,0,0,6
Oak Street Weather Station,1/26/2023,9:00:00 AM,-5.2,74,0,293,3.3,2
Foster Weather Station,1/26/2023,8:00:00 AM,-6.56,70,0,0,0,3
Oak Street Weather Station,1/26/2023,8:00:00 AM,-5.5,75,0,283,6.7,2
Foster Weather Station,1/26/2023,7:00:00 AM,-6.5,71,0,0,0,4
Oak Street Weather Station,1/26/2023,7:00:00 AM,-5.2,75,0,261,6.7,3
Foster Weather Station,1/26/2023,6:00:00 AM,-6.39,73,0,0,0,5
Oak Street Weather Station,1/26/2023,6:00:00 AM,-5,78,0.1,297,6.1,2
Foster Weather Station,1/26/2023,5:00:00 AM,-6.06,73,0,0,0,6
Oak Street Weather Station,1/26/2023,5:00:00 AM,-4.4,76,0,283,5.4,4
Foster Weather Station,1/26/2023,4:00:00 AM,-4.78,70,0,0,0,55
Oak Street Weather Station,1/26/2023,4:00:00 AM,-3.9,75,0,284,5.4,51
Foster Weather Station,1/26/2023,3:00:00 AM,-4.56,70,0,0,0,118
Oak Street Weather Station,1/26/2023,3:00:00 AM,-3.6,74,0,291,4.1,90
Foster Weather Station,1/26/2023,2:00:00 AM,-3.39,71,0,0,0,196
Oak Street Weather Station,1/26/2023,2:00:00 AM,-3,76,0,298,4.1,131
Foster Weather Station,1/26/2023,1:00:00 AM,-3,73,0,0,0,243
Oak Street Weather Station,1/26/2023,1:00:00 AM,-2.3,76,0,260,5.3,215
Foster Weather Station,1/26/2023,12:00:00 PM,-2.89,71,0,0,0,228
Oak Street Weather Station,1/26/2023,12:00:00 PM,-2.6,76,0,275,5.5,207
Foster Weather Station,1/26/2023,11:00:00 AM,-2.78,74,0,0,0,285
Oak Street Weather Station,1/26/2023,11:00:00 AM,-2.3,77,0,275,7.9,188
Foster Weather Station,1/26/2023,10:00:00 AM,-3,73,0,0,0,240
Oak Street Weather Station,1/26/2023,10:00:00 AM,-2.5,79,0,269,8,102
Foster Weather Station,1/26/2023,9:00:00 AM,-3.06,76,0,0,0,111
Oak Street Weather Station,1/26/2023,9:00:00 AM,-2.6,81,0,284,4.8,44
Foster Weather Station,1/26/2023,8:00:00 AM,-2,78,0,0,0,42
Oak Street Weather Station,1/26/2023,8:00:00 AM,-1.7,83,0.1,267,4.7,19
Foster Weather Station,1/26/2023,7:00:00 AM,-0.5,82,0,0,0,5
Oak Street Weather Station,1/26/2023,7:00:00 AM,0.2,86,0.3,291,4.2,1
Foster Weather Station,1/26/2023,6:00:00 AM,-0.5,81,0,0,0,4
Oak Street Weather Station,1/26/2023,6:00:00 AM,0.5,85,0.1,206,2,1
Foster Weather Station,1/26/2023,5:00:00 AM,-0.5,80,0,0,0,3
Oak Street Weather Station,1/26/2023,5:00:00 AM,0.5,84,0,0,1.3,1
Foster Weather Station,1/26/2023,4:00:00 AM,-0.5,80,0,0,0,5
Oak Street Weather Station,1/26/2023,4:00:00 AM,0.6,85,0,4,1.9,1
Foster Weather Station,1/26/2023,3:00:00 AM,-0.39,81,0,0,0,4
Oak Street Weather Station,1/26/2023,3:00:00 AM,0.5,85,0,252,1.4,0
Foster Weather Station,1/26/2023,2:00:00 AM,-0.28,81,0,0,0,4
Oak Street Weather Station,1/26/2023,2:00:00 AM,0.7,86,0,341,3.2,1
Foster Weather Station,1/26/2023,1:00:00 AM,-0.17,82,0,0,0,5
Oak Street Weather Station,1/26/2023,1:00:00 AM,0.6,87,0.1,329,2.3,1
Foster Weather Station,1/26/2023,12:00:00 PM,0,81,0,0,0,5
Oak Street Weather Station,1/26/2023,12:00:00 PM,1,85,0,345,2.8,1
Foster Weather Station,1/25/2023,11:00:00 AM,0.06,81,0,0,0,4
Oak Street Weather Station,1/25/2023,11:00:00 AM,1.2,85,0.1,345,3.4,1
Foster Weather Station,1/25/2023,10:00:00 AM,0.17,80,0,0,0,2
Oak Street Weather Station,1/25/2023,10:00:00 AM,1.3,84,0,337,3.5,1
Foster Weather Station,1/25/2023,9:00:00 AM,0.39,78,0,0,0,0
Oak Street Weather Station,1/25/2023,9:00:00 AM,1.4,84,0,355,2.3,0
Foster Weather Station,1/25/2023,8:00:00 AM,0.5,80,0,0,0,0
Oak Street Weather Station,1/25/2023,8:00:00 AM,1.4,86,0.1,331,2,0
Foster Weather Station,1/25/2023,7:00:00 AM,0.56,82,0,0,0,1
Oak Street Weather Station,1/25/2023,7:00:00 AM,1.5,87,0.6,343,4.1,0
Foster Weather Station,1/25/2023,6:00:00 AM,0.67,83,0,0,0,0
Oak Street Weather Station,1/25/2023,6:00:00 AM,1.7,86,0.8,7,7.2,0
Foster Weather Station,1/25/2023,5:00:00 AM,0.78,83,0,0,0,1
Oak Street Weather Station,1/25/2023,5:00:00 AM,1.4,88,1.1,344,3.2,1
Foster Weather Station,1/25/2023,4:00:00 AM,0.78,83,0,0,0,31
Oak Street Weather Station,1/25/2023,4:00:00 AM,1.5,89,0.3,11,9.4,20
Foster Weather Station,1/25/2023,3:00:00 AM,0.89,84,0,0,0,52
Oak Street Weather Station,1/25/2023,3:00:00 AM,1.4,92,1.7,341,8.4,64
Foster Weather Station,1/25/2023,2:00:00 AM,0.78,86,0,0,0,87
Oak Street Weather Station,1/25/2023,2:00:00 AM,1.1,93,1.9,350,5.3,52
Foster Weather Station,1/25/2023,1:00:00 AM,0.67,87,0,0,0,67
Oak Street Weather Station,1/25/2023,1:00:00 AM,1.1,93,1.8,8,4.7,48
Foster Weather Station,1/25/2023,12:00:00 PM,0.56,87,0,0,0,73
Oak Street Weather Station,1/25/2023,12:00:00 PM,1.1,92,3.3,19,3.7,35
Foster Weather Station,1/25/2023,11:00:00 AM,0.56,86,0,0,0,38
Oak Street Weather Station,1/25/2023,11:00:00 AM,1.3,91,3.8,35,2.9,27
Foster Weather Station,1/25/2023,10:00:00 AM,0.67,86,0,0,0,37
Oak Street Weather Station,1/25/2023,10:00:00 AM,1.2,91,2.1,87,4,19
Foster Weather Station,1/25/2023,9:00:00 AM,0.56,87,0,0,0,46
Oak Street Weather Station,1/25/2023,9:00:00 AM,1.5,93,2.2,81,4.1,21
Foster Weather Station,1/25/2023,8:00:00 AM,0.5,87,0,0,0,8
Oak Street Weather Station,1/25/2023,8:00:00 AM,1.2,92,3.4,100,4.1,6
Foster Weather Station,1/25/2023,7:00:00 AM,0.39,87,0,0,0,1
Oak Street Weather Station,1/25/2023,7:00:00 AM,1.1,91,1.2,85,2.7,1
Foster Weather Station,1/25/2023,6:00:00 AM,0.39,86,0,0,0,2
Oak Street Weather Station,1/25/2023,6:00:00 AM,0.9,92,0.8,98,2.7,1
Foster Weather Station,1/25/2023,5:00:00 AM,0.39,86,0,0,0,4
Oak Street Weather Station,1/25/2023,5:00:00 AM,0.8,92,1.2,107,4.1,1
Foster Weather Station,1/25/2023,4:00:00 AM,0.06,86,0,0,0,4
Oak Street Weather Station,1/25/2023,4:00:00 AM,0.6,91,0.9,106,3.7,1
Foster Weather Station,1/25/2023,3:00:00 AM,0,85,0,0,0,4
Oak Street Weather Station,1/25/2023,3:00:00 AM,0.5,91,0.5,109,3.6,1
Foster Weather Station,1/25/2023,2:00:00 AM,-0.17,83,0,0,0,4
Oak Street Weather Station,1/25/2023,2:00:00 AM,0.2,88,0.6,109,3.7,2
Foster Weather Station,1/25/2023,1:00:00 AM,0,79,0,0,0,6
Oak Street Weather Station,1/25/2023,1:00:00 AM,0.5,84,0,96,1.6,1
Foster Weather Station,1/25/2023,12:00:00 PM,0.06,78,0,0,0,5
Oak Street Weather Station,1/25/2023,12:00:00 PM,0.8,83,0,110,3.5,1
Foster Weather Station,1/24/2023,11:00:00 AM,0.06,78,0,0,0,4
Oak Street Weather Station,1/24/2023,11:00:00 AM,0.9,82,0,114,5,1
Foster Weather Station,1/24/2023,10:00:00 AM,0.28,75,0,0,0,4
Oak Street Weather Station,1/24/2023,10:00:00 AM,1.3,78,0,117,3.3,1
Foster Weather Station,1/24/2023,9:00:00 AM,0.56,75,0,0,0,4
Oak Street Weather Station,1/24/2023,9:00:00 AM,1.7,76,0,107,4.1,1
Foster Weather Station,1/24/2023,8:00:00 AM,0.67,75,0,0,0,5
Oak Street Weather Station,1/24/2023,8:00:00 AM,1.8,76,0,103,4.2,1
Foster Weather Station,1/24/2023,7:00:00 AM,1.28,70,0,0,0,4
Oak Street Weather Station,1/24/2023,7:00:00 AM,2,74,0,108,4.8,1
Foster Weather Station,1/24/2023,6:00:00 AM,2.28,62,0,0,0,5
Oak Street Weather Station,1/24/2023,6:00:00 AM,3.1,67,0,64,4.2,1
Foster Weather Station,1/24/2023,5:00:00 AM,2.56,62,0,0,0,4
Oak Street Weather Station,1/24/2023,5:00:00 AM,3.3,65,0,0,1.7,1
Foster Weather Station,1/24/2023,4:00:00 AM,1.06,73,0,0,0,25
Oak Street Weather Station,1/24/2023,4:00:00 AM,2.5,74,0,119,3.5,22
Foster Weather Station,1/24/2023,3:00:00 AM,1.5,71,0,0,0,100
Oak Street Weather Station,1/24/2023,3:00:00 AM,2.6,71,0,119,3.5,101
Foster Weather Station,1/24/2023,2:00:00 AM,3,59,0,0,0,503
Oak Street Weather Station,1/24/2023,2:00:00 AM,3.1,69,0,271,3.3,121
Foster Weather Station,1/24/2023,1:00:00 AM,3.06,60,0,0,0,523
Oak Street Weather Station,1/24/2023,1:00:00 AM,2.9,69,0,247,3,151
Foster Weather Station,1/24/2023,12:00:00 PM,2.28,61,0,0,0,485
Oak Street Weather Station,1/24/2023,12:00:00 PM,1,77,0,112,2.8,136
Foster Weather Station,1/24/2023,11:00:00 AM,0,72,0,0,0,227
Oak Street Weather Station,1/24/2023,11:00:00 AM,0.2,79,0,120,3.9,438
Foster Weather Station,1/24/2023,10:00:00 AM,0.17,68,0,0,0,139
Oak Street Weather Station,1/24/2023,10:00:00 AM,0.2,77,0,130,2.6,332
Foster Weather Station,1/24/2023,9:00:00 AM,-1.5,74,0,0,0,218
Oak Street Weather Station,1/24/2023,9:00:00 AM,-0.7,79,0,325,2.4,93
Foster Weather Station,1/24/2023,8:00:00 AM,-2,75,0,0,0,24
Oak Street Weather Station,1/24/2023,8:00:00 AM,-1,79,0,326,2.3,31
Foster Weather Station,1/24/2023,7:00:00 AM,-1.89,75,0,0,0,5
Oak Street Weather Station,1/24/2023,7:00:00 AM,-0.9,79,0,310,2.3,3
Foster Weather Station,1/24/2023,6:00:00 AM,-2.06,76,0,0,0,4
Oak Street Weather Station,1/24/2023,6:00:00 AM,-1,80,0,283,5.6,2
Foster Weather Station,1/24/2023,5:00:00 AM,-2.06,76,0,0,0,4
Oak Street Weather Station,1/24/2023,5:00:00 AM,-1,80,0,268,8,2
Foster Weather Station,1/24/2023,4:00:00 AM,-2,76,0,0,0,5
Oak Street Weather Station,1/24/2023,4:00:00 AM,-1,80,0,271,8.1,2
Foster Weather Station,1/24/2023,3:00:00 AM,-1.89,75,0,0,0,5
Oak Street Weather Station,1/24/2023,3:00:00 AM,-1,79,0,297,4.2,2
Foster Weather Station,1/24/2023,2:00:00 AM,-1.78,74,0,0,0,4
Oak Street Weather Station,1/24/2023,2:00:00 AM,-1.1,78,0,261,5.4,2
Foster Weather Station,1/24/2023,1:00:00 AM,-1.5,73,0,0,0,5
Oak Street Weather Station,1/24/2023,1:00:00 AM,-0.5,76,0,327,5.4,2
Foster Weather Station,1/24/2023,12:00:00 PM,-1.28,71,0,0,0,4
Oak Street Weather Station,1/24/2023,12:00:00 PM,-0.2,75,0,280,4.7,2
Foster Weather Station,1/23/2023,11:00:00 AM,-1.17,70,0,0,0,3
Oak Street Weather Station,1/23/2023,11:00:00 AM,-0.2,74,0,273,6.9,2
Foster Weather Station,1/23/2023,10:00:00 AM,-0.78,69,0,0,0,4
Oak Street Weather Station,1/23/2023,10:00:00 AM,0.1,76,0,290,4.2,2
Foster Weather Station,1/23/2023,9:00:00 AM,-0.78,72,0,0,0,5
Oak Street Weather Station,1/23/2023,9:00:00 AM,0.4,76,0,283,7.3,2
Foster Weather Station,1/23/2023,8:00:00 AM,-0.89,72,0,0,0,3
Oak Street Weather Station,1/23/2023,8:00:00 AM,0.2,75,0,265,8,2
Foster Weather Station,1/23/2023,7:00:00 AM,-1.17,73,0,0,0,4
Oak Street Weather Station,1/23/2023,7:00:00 AM,0.2,75,0,286,7.3,2
Foster Weather Station,1/23/2023,6:00:00 AM,-1.28,69,0,0,0,4
Oak Street Weather Station,1/23/2023,6:00:00 AM,0,72,0,300,4.8,2
Foster Weather Station,1/23/2023,5:00:00 AM,-1.17,64,0,0,0,6
Oak Street Weather Station,1/23/2023,5:00:00 AM,0.1,68,0,282,6.1,3
Foster Weather Station,1/23/2023,4:00:00 AM,-0.89,60,0,0,0,52
Oak Street Weather Station,1/23/2023,4:00:00 AM,0.6,64,0,280,6.6,27
Foster Weather Station,1/23/2023,3:00:00 AM,-0.67,61,0,0,0,270
Foster Weather Station,1/23/2023,2:00:00 AM,-1.5,63,0,0,0,376
Oak Street Weather Station,1/23/2023,2:00:00 AM,-0.5,70,0,292,5.9,35
Foster Weather Station,1/23/2023,1:00:00 AM,-1.5,64,0,0,0,452
Oak Street Weather Station,1/23/2023,1:00:00 AM,-0.5,71,0,280,5.7,52
Foster Weather Station,1/23/2023,12:00:00 PM,-1.67,67,0,0,0,501
Oak Street Weather Station,1/23/2023,12:00:00 PM,-0.9,72,0,296,5.2,68
Foster Weather Station,1/23/2023,11:00:00 AM,-2.56,70,0,0,0,149
Oak Street Weather Station,1/23/2023,11:00:00 AM,-1.6,75,0,322,8,218
Foster Weather Station,1/23/2023,10:00:00 AM,-3.67,73,0,0,0,194
Oak Street Weather Station,1/23/2023,10:00:00 AM,-2.4,78,0,286,4.5,169
Foster Weather Station,1/23/2023,9:00:00 AM,-4.17,76,0,0,0,64
Oak Street Weather Station,1/23/2023,9:00:00 AM,-3.1,79,0,0,3,60
Foster Weather Station,1/23/2023,8:00:00 AM,-5,75,0,0,0,22
Oak Street Weather Station,1/23/2023,8:00:00 AM,-3.8,79,0,287,2.4,20
Foster Weather Station,1/23/2023,7:00:00 AM,-5.56,76,0,0,0,5
Oak Street Weather Station,1/23/2023,7:00:00 AM,-4.2,79,0,340,2.7,2
Foster Weather Station,1/23/2023,6:00:00 AM,-6,76,0,0,0,4
Oak Street Weather Station,1/23/2023,6:00:00 AM,-4.6,80,0,344,4.8,2
Foster Weather Station,1/23/2023,5:00:00 AM,-5.39,77,0,0,0,5
Oak Street Weather Station,1/23/2023,5:00:00 AM,-3.8,81,0,343,4.4,2
Foster Weather Station,1/23/2023,4:00:00 AM,-5.06,79,0,0,0,5
Oak Street Weather Station,1/23/2023,4:00:00 AM,-3.4,82,0,328,2.8,2
Foster Weather Station,1/23/2023,3:00:00 AM,-4.39,80,0,0,0,4
Oak Street Weather Station,1/23/2023,3:00:00 AM,-3,85,0,345,3.7,2
Foster Weather Station,1/23/2023,2:00:00 AM,-3.56,79,0,0,0,5
Oak Street Weather Station,1/23/2023,2:00:00 AM,-2.3,84,0,337,3.4,2
Foster Weather Station,1/23/2023,1:00:00 AM,-3.06,80,0,0,0,5
Oak Street Weather Station,1/23/2023,1:00:00 AM,-1.7,83,0,9,5.4,2
Foster Weather Station,1/23/2023,12:00:00 PM,-2.5,78,0,0,0,4
Oak Street Weather Station,1/23/2023,12:00:00 PM,-1.3,82,0,13,5.5,2
Foster Weather Station,1/22/2023,11:00:00 AM,-2,77,0,0,0,5
Oak Street Weather Station,1/22/2023,11:00:00 AM,-0.8,83,0,9,7.1,2
Foster Weather Station,1/22/2023,10:00:00 AM,-1.17,77,0,0,0,4
Oak Street Weather Station,1/22/2023,10:00:00 AM,-0.4,84,0,7,6.3,2
Foster Weather Station,1/22/2023,9:00:00 AM,-0.89,75,0,0,0,5
Oak Street Weather Station,1/22/2023,9:00:00 AM,0,80,0,15,3.8,2
Foster Weather Station,1/22/2023,8:00:00 AM,-0.67,76,0,0,0,3
Oak Street Weather Station,1/22/2023,8:00:00 AM,0.1,82,0,12,4.4,2
Foster Weather Station,1/22/2023,7:00:00 AM,-0.78,80,0,0,0,4
Oak Street Weather Station,1/22/2023,7:00:00 AM,-0.2,86,0,7,3,2
Foster Weather Station,1/22/2023,6:00:00 AM,-0.56,76,0,0,0,4
Oak Street Weather Station,1/22/2023,6:00:00 AM,0.4,83,0,24,4.8,2
Foster Weather Station,1/22/2023,5:00:00 AM,-0.5,77,0,0,0,4
Oak Street Weather Station,1/22/2023,5:00:00 AM,0.2,85,0,5,6.2,2
Foster Weather Station,1/22/2023,4:00:00 AM,-0.28,80,0,0,0,30
Oak Street Weather Station,1/22/2023,4:00:00 AM,0.4,89,0,6,6.3,10
Foster Weather Station,1/22/2023,3:00:00 AM,0,83,0,0,0,68
Oak Street Weather Station,1/22/2023,3:00:00 AM,0.6,90,0.1,5,4.8,60
Foster Weather Station,1/22/2023,2:00:00 AM,0,84,0,0,0,50
Oak Street Weather Station,1/22/2023,2:00:00 AM,0.8,90,0.2,10,4.6,47
Foster Weather Station,1/22/2023,1:00:00 AM,0.28,78,0,0,0,83
Oak Street Weather Station,1/22/2023,1:00:00 AM,0.6,89,0.5,27,2.6,27
Foster Weather Station,1/22/2023,12:00:00 PM,0.28,80,0,0,0,156
Oak Street Weather Station,1/22/2023,12:00:00 PM,0.7,88,0.7,123,1,40
Foster Weather Station,1/22/2023,11:00:00 AM,0.28,76,0,0,0,149
Oak Street Weather Station,1/22/2023,11:00:00 AM,0.5,86,0.3,94,1.5,31
Foster Weather Station,1/22/2023,10:00:00 AM,0,80,0,0,0,40
Oak Street Weather Station,1/22/2023,10:00:00 AM,0.6,84,0.3,79,1.7,21
Foster Weather Station,1/22/2023,9:00:00 AM,-0.17,80,0,0,0,28
Oak Street Weather Station,1/22/2023,9:00:00 AM,0.3,84,0.4,117,1.6,14
Foster Weather Station,1/22/2023,8:00:00 AM,-0.06,79,0,0,0,10
Oak Street Weather Station,1/22/2023,8:00:00 AM,0.6,85,0.3,21,3.3,5
Foster Weather Station,1/22/2023,7:00:00 AM,-0.17,81,0,0,0,4
Oak Street Weather Station,1/22/2023,7:00:00 AM,0.2,85,0.6,119,1.3,2
Foster Weather Station,1/22/2023,6:00:00 AM,-0.06,77,0,0,0,4
Oak Street Weather Station,1/22/2023,6:00:00 AM,0.5,83,0,113,3.1,2
Foster Weather Station,1/22/2023,5:00:00 AM,-0.06,79,0,0,0,5
Oak Street Weather Station,1/22/2023,5:00:00 AM,0.7,82,0,108,5.4,1
Foster Weather Station,1/22/2023,4:00:00 AM,-0.17,76,0,0,0,4
Oak Street Weather Station,1/22/2023,4:00:00 AM,0.6,81,0,107,4.1,2
Foster Weather Station,1/22/2023,3:00:00 AM,-0.06,77,0,0,0,4
Oak Street Weather Station,1/22/2023,3:00:00 AM,0.6,80,0,110,4.4,2
Foster Weather Station,1/22/2023,2:00:00 AM,0,72,0,0,0,4
Oak Street Weather Station,1/22/2023,2:00:00 AM,1.2,75,0,104,5.2,2
Foster Weather Station,1/22/2023,1:00:00 AM,0,71,0,0,0,6
Oak Street Weather Station,1/22/2023,1:00:00 AM,1.2,74,0,316,2.6,2
Foster Weather Station,1/22/2023,12:00:00 PM,-0.06,71,0,0,0,4
Oak Street Weather Station,1/22/2023,12:00:00 PM,1,75,0,288,3.6,1
Foster Weather Station,1/21/2023,11:00:00 AM,-0.06,72,0,0,0,5
Oak Street Weather Station,1/21/2023,11:00:00 AM,0.7,76,0,120,1.3,2
Foster Weather Station,1/21/2023,10:00:00 AM,-0.28,72,0,0,0,5
Oak Street Weather Station,1/21/2023,10:00:00 AM,0.5,77,0,4,3.7,2
Foster Weather Station,1/21/2023,9:00:00 AM,-0.28,72,0,0,0,3
Oak Street Weather Station,1/21/2023,9:00:00 AM,0.6,76,0,0,1.3,2
Foster Weather Station,1/21/2023,8:00:00 AM,-0.39,71,0,0,0,4
Oak Street Weather Station,1/21/2023,8:00:00 AM,0.4,77,0,55,2.6,2
Foster Weather Station,1/21/2023,7:00:00 AM,-0.5,71,0,0,0,4
Oak Street Weather Station,1/21/2023,7:00:00 AM,0.6,76,0,0,1.7,2
Foster Weather Station,1/21/2023,6:00:00 AM,-0.28,71,0,0,0,4
Oak Street Weather Station,1/21/2023,6:00:00 AM,0.6,75,0,0,1.7,2
Foster Weather Station,1/21/2023,5:00:00 AM,-0.56,73,0,0,0,4
Oak Street Weather Station,1/21/2023,5:00:00 AM,0.5,75,0,331,3.8,2
Foster Weather Station,1/21/2023,4:00:00 AM,-0.56,70,0,0,0,12
